dataset,labelset,labelset_rank,label,iri
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0414
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0413
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0423
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0422
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0421
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0420
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0409
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0408
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0407
Whole Mouse Brain Taxonomy,cluster,0,0406 L6b EPd Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0406
Whole Mouse Brain Taxonomy,cluster,0,0405 L6b EPd Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0405
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0404
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0403
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0402
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0412
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0411
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0410
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0401
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0400
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0499
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0498
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0497
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0496
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0495
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0494
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0493
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0492
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0491
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0490
Whole Mouse Brain Taxonomy,cluster,0,0479 NP SUB Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0479
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0489
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0488
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0487
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_03,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0486
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0485
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0484
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0483
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0482
Whole Mouse Brain Taxonomy,cluster,0,0481 NP SUB Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0481
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0480
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0469
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0468
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0478
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0477
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0476
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0475
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0474
Whole Mouse Brain Taxonomy,cluster,0,0473 L5 NP CTX Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0473
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0472
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0471
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0470
Whole Mouse Brain Taxonomy,cluster,0,0459 CT SUB Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0459
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0458
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0457
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0467
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0466
Whole Mouse Brain Taxonomy,cluster,0,0465 L5 NP CTX Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0465
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0464
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0463
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0462
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0461
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0460
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0449
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0448
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0447
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0446
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0456
Whole Mouse Brain Taxonomy,cluster,0,0455 L6 CT CTX Glut_5,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0455
Whole Mouse Brain Taxonomy,cluster,0,0454 L6 CT CTX Glut_5,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0454
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0453
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0452
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0451
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0450
Whole Mouse Brain Taxonomy,cluster,0,0439 L6 CT CTX Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0439
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0438
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0437
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0436
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0435
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0445
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0444
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0443
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0442
Whole Mouse Brain Taxonomy,cluster,0,0441 L6 CT CTX Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0441
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0440
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0429
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0428
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0427
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0426
Whole Mouse Brain Taxonomy,cluster,0,0425 L6b CTX Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0425
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0424
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0434
Whole Mouse Brain Taxonomy,cluster,0,0433 L6b CTX Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0433
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0432
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0431
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0430
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0399
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0398
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0397
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0396
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0395
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0394
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0393
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0392
Whole Mouse Brain Taxonomy,cluster,0,0391 SUB-ProS Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0391
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0390
Whole Mouse Brain Taxonomy,cluster,0,2960 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2960
Whole Mouse Brain Taxonomy,cluster,0,2961 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2961
Whole Mouse Brain Taxonomy,cluster,0,2962 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2962
Whole Mouse Brain Taxonomy,cluster,0,2963 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2963
Whole Mouse Brain Taxonomy,cluster,0,2964 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2964
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0302
Whole Mouse Brain Taxonomy,cluster,0,2954 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2954
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0301
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2955
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0300
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2956
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2957
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2958
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2959
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2950
Whole Mouse Brain Taxonomy,cluster,0,2951 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2951
Whole Mouse Brain Taxonomy,cluster,0,2952 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2952
Whole Mouse Brain Taxonomy,cluster,0,2953 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2953
Whole Mouse Brain Taxonomy,cluster,0,2943 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2943
Whole Mouse Brain Taxonomy,cluster,0,2944 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2944
Whole Mouse Brain Taxonomy,cluster,0,2945 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2945
Whole Mouse Brain Taxonomy,cluster,0,2946 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2946
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2947
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2948
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2949
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2940
Whole Mouse Brain Taxonomy,cluster,0,2941 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2941
Whole Mouse Brain Taxonomy,cluster,0,2942 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2942
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2932
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2933
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2934
Whole Mouse Brain Taxonomy,cluster,0,2935 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2935
Whole Mouse Brain Taxonomy,cluster,0,2936 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2936
Whole Mouse Brain Taxonomy,cluster,0,2937 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2937
Whole Mouse Brain Taxonomy,cluster,0,2938 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2938
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2939
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2930
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2931
Whole Mouse Brain Taxonomy,cluster,0,2921 PRC-PAG Tcf7l2 Irx2 Glut_5,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2921
Whole Mouse Brain Taxonomy,cluster,0,2922 PRC-PAG Tcf7l2 Irx2 Glut_5,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2922
Whole Mouse Brain Taxonomy,cluster,0,2923 PRC-PAG Tcf7l2 Irx2 Glut_5,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2923
Whole Mouse Brain Taxonomy,cluster,0,2924 PRC-PAG Tcf7l2 Irx2 Glut_5,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2924
Whole Mouse Brain Taxonomy,cluster,0,2925 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2925
Whole Mouse Brain Taxonomy,cluster,0,2926 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2926
Whole Mouse Brain Taxonomy,cluster,0,2927 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2927
Whole Mouse Brain Taxonomy,cluster,0,2928 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2928
Whole Mouse Brain Taxonomy,cluster,0,2929 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2929
Whole Mouse Brain Taxonomy,cluster,0,2920 PRC-PAG Tcf7l2 Irx2 Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2920
Whole Mouse Brain Taxonomy,cluster,0,2910 PRC-PAG Tcf7l2 Irx2 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2910
Whole Mouse Brain Taxonomy,cluster,0,2911 PRC-PAG Tcf7l2 Irx2 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2911
Whole Mouse Brain Taxonomy,cluster,0,2912 PRC-PAG Tcf7l2 Irx2 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2912
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2913
Whole Mouse Brain Taxonomy,cluster,0,2914 PRC-PAG Tcf7l2 Irx2 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2914
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_19,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2915
Whole Mouse Brain Taxonomy,cluster,0,2916 PRC-PAG Tcf7l2 Irx2 Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2916
Whole Mouse Brain Taxonomy,cluster,0,2917 PRC-PAG Tcf7l2 Irx2 Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2917
Whole Mouse Brain Taxonomy,cluster,0,2918 PRC-PAG Tcf7l2 Irx2 Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2918
