parent_curie,parent_label,parent_labelset,cluster_count,is_consistent,consistent_neurotransmitters,pattern_variety,all_patterns
WMB:CS20230722_SUPT_0108,0108 L6b/CT ENT Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0109,0109 L6b/CT ENT Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0106,0106 L6b/CT ENT Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0107,0107 L6b/CT ENT Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0104,0104 L6b EPd Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0105,0105 L6b EPd Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0124,0124 L5 NP CTX Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0125,0125 L5 NP CTX Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0122,0122 L5 NP CTX Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0123,0123 L5 NP CTX Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0121,0121 CT SUB Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0118,0118 L6 CT CTX Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0115,0115 L6 CT CTX Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0116,0116 L6 CT CTX Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0103,0103 L6b EPd Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0101,0101 CA2-FC-IG Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0094,0094 L5 ET CTX Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0095,0095 L5 ET CTX Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0092,0092 L5 ET CTX Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0093,0093 L5 ET CTX Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0090,0090 L5 ET CTX Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,Glut,1,Glut
WMB:CS20230722_SUPT_0091,0091 L5 ET CTX Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0098,0098 SUB-ProS Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0096,0096 SUB-ProS Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0097,0097 SUB-ProS Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0036,0036 L2/3 IT ENT Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0037,0037 L2/3 IT ENT Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0034,0034 L2/3 IT ENT Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0035,0035 L2/3 IT ENT Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0032,0032 L2/3 IT CTX Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0033,0033 L2/3 IT ENT Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0031,0031 L2/3 IT CTX Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0029,0029 L2/3 IT CTX Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0027,0027 L4/5 IT CTX Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0028,0028 L4/5 IT CTX Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0045,0045 L2/3 IT PIR-ENTl Glut_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0046,0046 IT AON-TT-DP Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0044,0044 L2/3 IT PIR-ENTl Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0041,0041 L2/3 IT PIR-ENTl Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0042,0042 L2/3 IT PIR-ENTl Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0014,0014 L6 IT CTX Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0015,0015 L6 IT CTX Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0013,0013 L6 IT CTX Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0007,0007 L5/6 IT TPE-ENT Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0008,0008 L5/6 IT TPE-ENT Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0005,0005 IT EP-CLA Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0006,0006 IT EP-CLA Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0025,0025 L4/5 IT CTX Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0026,0026 L4/5 IT CTX Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0023,0023 L4/5 IT CTX Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,Glut,1,Glut
WMB:CS20230722_SUPT_0024,0024 L4/5 IT CTX Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,Glut,1,Glut
WMB:CS20230722_SUPT_0021,0021 L5 IT CTX Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0020,0020 L5 IT CTX Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0018,0018 L5 IT CTX Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0019,0019 L5 IT CTX Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0016,0016 L6 IT CTX Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0017,0017 L6 IT CTX Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0072,0072 CA1-ProS Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0073,0073 CA1-ProS Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0070,0070 CA1-ProS Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0071,0071 CA1-ProS Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0078,0078 CA3 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0079,0079 CA3 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0076,0076 CA3 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0077,0077 CA3 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0074,0074 CA1-ProS Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0075,0075 CA3 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0084,0084 L2/3 IT PPP Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0081,0081 L2 IT PPP-APr Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0082,0082 L2 IT PPP-APr Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0080,0080 L2 IT PPP-APr Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0089,0089 L4 RSP-ACA Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0088,0088 L2/3 IT RSP Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0085,0085 L2/3 IT PPP Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0086,0086 L2/3 IT PPP Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0050,0050 IT AON-TT-DP Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0051,0051 L2 IT ENT-po Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0059,0059 COAp Grxcr2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",12,True,Glut,1,Glut
WMB:CS20230722_SUPT_0057,0057 MEA Slc17a7 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0055,0055 MEA Slc17a7 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,Glut,1,Glut
WMB:CS20230722_SUPT_0052,0052 L2 IT ENT-po Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0049,0049 IT AON-TT-DP Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0061,0061 LA-BLA-BMA-PA Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0062,0062 LA-BLA-BMA-PA Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0060,0060 LA-BLA-BMA-PA Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,Glut,1,Glut
WMB:CS20230722_SUPT_0069,0069 CA1-ProS Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,Glut,1,Glut
WMB:CS20230722_SUPT_0067,0067 ENTmv-PA-COAp Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0068,0068 ENTmv-PA-COAp Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0065,0065 LA-BLA-BMA-PA Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0066,0066 ENTmv-PA-COAp Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0063,0063 LA-BLA-BMA-PA Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0064,0064 LA-BLA-BMA-PA Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0201,0201 Lamp5 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0202,0202 Lamp5 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0200,0200 Lamp5 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0234,0234 STR Prox1 Lhx6 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0235,0235 STR Prox1 Lhx6 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0232,0232 Sst Gaba_19,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0233,0233 STR Prox1 Lhx6 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0230,0230 Sst Gaba_17,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0231,0231 Sst Gaba_18,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0229,0229 Sst Gaba_16,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0227,0227 Sst Gaba_14,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0228,0228 Sst Gaba_15,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0225,0225 Sst Gaba_12,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0226,0226 Sst Gaba_13,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0245,0245 NDB-SI-MA-STRv Lhx8 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,GABA,1,GABA
WMB:CS20230722_SUPT_0246,0246 NDB-SI-MA-STRv Lhx8 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,GABA,1,GABA
WMB:CS20230722_SUPT_0244,0244 NDB-SI-MA-STRv Lhx8 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0241,0241 Sst Chodl Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0242,0242 Sst Chodl Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0240,0240 Sst Chodl Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0238,0238 Sst Chodl Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0239,0239 Sst Chodl Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0236,0236 STR Lhx8 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0237,0237 STR Lhx8 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0210,0210 Pvalb Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0209,0209 Pvalb Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0207,0207 Pvalb Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0208,0208 Pvalb Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0205,0205 Pvalb Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0206,0206 Pvalb Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0203,0203 Lamp5 Lhx6 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,GABA,1,GABA
WMB:CS20230722_SUPT_0204,0204 Pvalb chandelier Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0223,0223 Sst Gaba_10,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0224,0224 Sst Gaba_11,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0221,0221 Sst Gaba_8,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0222,0222 Sst Gaba_9,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0220,0220 Sst Gaba_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0218,0218 Sst Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0219,0219 Sst Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0216,0216 Sst Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,GABA,1,GABA
WMB:CS20230722_SUPT_0217,0217 Sst Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0214,0214 Sst Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0215,0215 Sst Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0150,0150 OB-in Frmd7 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,GABA,1,GABA
WMB:CS20230722_SUPT_0158,0158 OB-out Frmd7 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0153,0153 OB-in Frmd7 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0154,0154 OB-in Frmd7 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0151,0151 OB-in Frmd7 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,GABA,1,GABA
WMB:CS20230722_SUPT_0152,0152 OB-in Frmd7 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0149,0149 OB Trdn Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0161,0161 OB-mi Frmd7 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0168,0168 OB-STR-CTX Inh IMN_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0169,0169 OB-STR-CTX Inh IMN_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0167,0167 OB-STR-CTX Inh IMN_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0162,0162 OB Dopa-Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,GABA,2,GABA-Dopa|GABA
WMB:CS20230722_SUPT_0159,0159 OB-out Frmd7 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0135,0135 HPF CR Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0136,0136 DG Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0134,0134 OB Eomes Ms4a15 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0131,0131 OB Eomes Ms4a15 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0132,0132 OB Eomes Ms4a15 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0130,0130 OB Eomes Ms4a15 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0128,0128 NP SUB Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0129,0129 NP PPP Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0126,0126 L5 NP CTX Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
