cc_curie,cc_label,token_position,token_text,token_simplified_type,token_type,token_name,primary_identifier,secondary_identifier,tertiary_identifier,original_part
WMB:CS20230722_CLUS_3359,3359 SCop Pou4f2 Neurod2 Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUBC_336,336 Monocytes NN,1,Monocytes,cell type,cell_type,monocyte,CL:0000576,,,Monocytes
WMB:CS20230722_SUBC_336,336 Monocytes NN,1,NN,cell type,cell_type,non-neuronal cell,KB:0000010,,,NN
WMB:CS20230722_CLUS_3360,3360 SCop Pou4f2 Neurod2 Glut_1,1,SCop,anatomical,structure,"Superior colliculus, optic layer",MBA:851,UBERON:0006779,,SCop
WMB:CS20230722_CLUS_3360,3360 SCop Pou4f2 Neurod2 Glut_1,1,Pou4f2,gene,gene,"POU domain, class 4, transcription factor 2",ENSEMBL:ENSMUSG00000031688,NCBIGene:18997,ABAGene:18760,Pou4f2
WMB:CS20230722_CLUS_3360,3360 SCop Pou4f2 Neurod2 Glut_1,1,Neurod2,gene,gene,neurogenic differentiation 2,ENSEMBL:ENSMUSG00000038255,NCBIGene:18013,ABAGene:17780,Neurod2
WMB:CS20230722_CLUS_3360,3360 SCop Pou4f2 Neurod2 Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3361,3361 SCsg Pde5a Glut_1,1,SCsg,anatomical,structure,"Superior colliculus, superficial gray layer",MBA:842,UBERON:0006120,,SCsg
WMB:CS20230722_CLUS_3361,3361 SCsg Pde5a Glut_1,1,Pde5a,gene,gene,"phosphodiesterase 5A, cGMP-specific",ENSEMBL:ENSMUSG00000053965,NCBIGene:242202,ABAGene:88926,Pde5a
WMB:CS20230722_CLUS_3361,3361 SCsg Pde5a Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3362,3362 SCsg Pde5a Glut_1,1,SCsg,anatomical,structure,"Superior colliculus, superficial gray layer",MBA:842,UBERON:0006120,,SCsg
WMB:CS20230722_CLUS_3362,3362 SCsg Pde5a Glut_1,1,Pde5a,gene,gene,"phosphodiesterase 5A, cGMP-specific",ENSEMBL:ENSMUSG00000053965,NCBIGene:242202,ABAGene:88926,Pde5a
WMB:CS20230722_CLUS_3362,3362 SCsg Pde5a Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3363,3363 SCsg Pde5a Glut_2,1,SCsg,anatomical,structure,"Superior colliculus, superficial gray layer",MBA:842,UBERON:0006120,,SCsg
WMB:CS20230722_CLUS_3363,3363 SCsg Pde5a Glut_2,1,Pde5a,gene,gene,"phosphodiesterase 5A, cGMP-specific",ENSEMBL:ENSMUSG00000053965,NCBIGene:242202,ABAGene:88926,Pde5a
WMB:CS20230722_CLUS_3363,3363 SCsg Pde5a Glut_2,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3364,3364 SCsg Pde5a Glut_2,1,SCsg,anatomical,structure,"Superior colliculus, superficial gray layer",MBA:842,UBERON:0006120,,SCsg
WMB:CS20230722_CLUS_3364,3364 SCsg Pde5a Glut_2,1,Pde5a,gene,gene,"phosphodiesterase 5A, cGMP-specific",ENSEMBL:ENSMUSG00000053965,NCBIGene:242202,ABAGene:88926,Pde5a
WMB:CS20230722_CLUS_3364,3364 SCsg Pde5a Glut_2,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3365,3365 SCsg Pde5a Glut_2,1,SCsg,anatomical,structure,"Superior colliculus, superficial gray layer",MBA:842,UBERON:0006120,,SCsg
WMB:CS20230722_CLUS_3365,3365 SCsg Pde5a Glut_2,1,Pde5a,gene,gene,"phosphodiesterase 5A, cGMP-specific",ENSEMBL:ENSMUSG00000053965,NCBIGene:242202,ABAGene:88926,Pde5a
WMB:CS20230722_CLUS_3365,3365 SCsg Pde5a Glut_2,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3366,3366 SCsg Pde5a Glut_3,1,SCsg,anatomical,structure,"Superior colliculus, superficial gray layer",MBA:842,UBERON:0006120,,SCsg
WMB:CS20230722_CLUS_3366,3366 SCsg Pde5a Glut_3,1,Pde5a,gene,gene,"phosphodiesterase 5A, cGMP-specific",ENSEMBL:ENSMUSG00000053965,NCBIGene:242202,ABAGene:88926,Pde5a
WMB:CS20230722_CLUS_3366,3366 SCsg Pde5a Glut_3,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3367,3367 SCsg Pde5a Glut_3,1,SCsg,anatomical,structure,"Superior colliculus, superficial gray layer",MBA:842,UBERON:0006120,,SCsg
WMB:CS20230722_CLUS_3367,3367 SCsg Pde5a Glut_3,1,Pde5a,gene,gene,"phosphodiesterase 5A, cGMP-specific",ENSEMBL:ENSMUSG00000053965,NCBIGene:242202,ABAGene:88926,Pde5a
WMB:CS20230722_CLUS_3367,3367 SCsg Pde5a Glut_3,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3368,3368 SCsg Pde5a Glut_3,1,SCsg,anatomical,structure,"Superior colliculus, superficial gray layer",MBA:842,UBERON:0006120,,SCsg
WMB:CS20230722_CLUS_3368,3368 SCsg Pde5a Glut_3,1,Pde5a,gene,gene,"phosphodiesterase 5A, cGMP-specific",ENSEMBL:ENSMUSG00000053965,NCBIGene:242202,ABAGene:88926,Pde5a
WMB:CS20230722_CLUS_3368,3368 SCsg Pde5a Glut_3,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3369,3369 SCsg Pde5a Glut_3,1,SCsg,anatomical,structure,"Superior colliculus, superficial gray layer",MBA:842,UBERON:0006120,,SCsg
WMB:CS20230722_CLUS_3369,3369 SCsg Pde5a Glut_3,1,Pde5a,gene,gene,"phosphodiesterase 5A, cGMP-specific",ENSEMBL:ENSMUSG00000053965,NCBIGene:242202,ABAGene:88926,Pde5a
WMB:CS20230722_CLUS_3369,3369 SCsg Pde5a Glut_3,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUBC_337,337 DC NN,1,DC,cell type,cell_type,dendritic cell,CL:0000451,,,DC
WMB:CS20230722_SUBC_337,337 DC NN,1,NN,cell type,cell_type,non-neuronal cell,KB:0000010,,,NN
WMB:CS20230722_CLUS_3370,3370 SCsg Pde5a Glut_3,1,SCsg,anatomical,structure,"Superior colliculus, superficial gray layer",MBA:842,UBERON:0006120,,SCsg
WMB:CS20230722_CLUS_3370,3370 SCsg Pde5a Glut_3,1,Pde5a,gene,gene,"phosphodiesterase 5A, cGMP-specific",ENSEMBL:ENSMUSG00000053965,NCBIGene:242202,ABAGene:88926,Pde5a
WMB:CS20230722_CLUS_3370,3370 SCsg Pde5a Glut_3,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3371,3371 SCop Sln Glut_1,1,SCop,anatomical,structure,"Superior colliculus, optic layer",MBA:851,UBERON:0006779,,SCop
WMB:CS20230722_CLUS_3371,3371 SCop Sln Glut_1,1,Sln,gene,gene,sarcolipin,ENSEMBL:ENSMUSG00000042045,NCBIGene:66402,ABAGene:42245,Sln
WMB:CS20230722_CLUS_3371,3371 SCop Sln Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3372,3372 SCop Sln Glut_1,1,SCop,anatomical,structure,"Superior colliculus, optic layer",MBA:851,UBERON:0006779,,SCop
WMB:CS20230722_CLUS_3372,3372 SCop Sln Glut_1,1,Sln,gene,gene,sarcolipin,ENSEMBL:ENSMUSG00000042045,NCBIGene:66402,ABAGene:42245,Sln
WMB:CS20230722_CLUS_3372,3372 SCop Sln Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3373,3373 SCop Sln Glut_1,1,SCop,anatomical,structure,"Superior colliculus, optic layer",MBA:851,UBERON:0006779,,SCop
WMB:CS20230722_CLUS_3373,3373 SCop Sln Glut_1,1,Sln,gene,gene,sarcolipin,ENSEMBL:ENSMUSG00000042045,NCBIGene:66402,ABAGene:42245,Sln
WMB:CS20230722_CLUS_3373,3373 SCop Sln Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3374,3374 SCop Sln Glut_1,1,SCop,anatomical,structure,"Superior colliculus, optic layer",MBA:851,UBERON:0006779,,SCop
WMB:CS20230722_CLUS_3374,3374 SCop Sln Glut_1,1,Sln,gene,gene,sarcolipin,ENSEMBL:ENSMUSG00000042045,NCBIGene:66402,ABAGene:42245,Sln
WMB:CS20230722_CLUS_3374,3374 SCop Sln Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3375,3375 SCop Sln Glut_1,1,SCop,anatomical,structure,"Superior colliculus, optic layer",MBA:851,UBERON:0006779,,SCop
WMB:CS20230722_CLUS_3375,3375 SCop Sln Glut_1,1,Sln,gene,gene,sarcolipin,ENSEMBL:ENSMUSG00000042045,NCBIGene:66402,ABAGene:42245,Sln
WMB:CS20230722_CLUS_3375,3375 SCop Sln Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3376,3376 SCop Sln Glut_1,1,SCop,anatomical,structure,"Superior colliculus, optic layer",MBA:851,UBERON:0006779,,SCop
WMB:CS20230722_CLUS_3376,3376 SCop Sln Glut_1,1,Sln,gene,gene,sarcolipin,ENSEMBL:ENSMUSG00000042045,NCBIGene:66402,ABAGene:42245,Sln
WMB:CS20230722_CLUS_3376,3376 SCop Sln Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3377,3377 SCop Sln Glut_1,1,SCop,anatomical,structure,"Superior colliculus, optic layer",MBA:851,UBERON:0006779,,SCop
WMB:CS20230722_CLUS_3377,3377 SCop Sln Glut_1,1,Sln,gene,gene,sarcolipin,ENSEMBL:ENSMUSG00000042045,NCBIGene:66402,ABAGene:42245,Sln
WMB:CS20230722_CLUS_3377,3377 SCop Sln Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3378,3378 SCop Sln Glut_1,1,SCop,anatomical,structure,"Superior colliculus, optic layer",MBA:851,UBERON:0006779,,SCop
WMB:CS20230722_CLUS_3378,3378 SCop Sln Glut_1,1,Sln,gene,gene,sarcolipin,ENSEMBL:ENSMUSG00000042045,NCBIGene:66402,ABAGene:42245,Sln
WMB:CS20230722_CLUS_3378,3378 SCop Sln Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3379,3379 SCop Sln Glut_1,1,SCop,anatomical,structure,"Superior colliculus, optic layer",MBA:851,UBERON:0006779,,SCop
WMB:CS20230722_CLUS_3379,3379 SCop Sln Glut_1,1,Sln,gene,gene,sarcolipin,ENSEMBL:ENSMUSG00000042045,NCBIGene:66402,ABAGene:42245,Sln
WMB:CS20230722_CLUS_3379,3379 SCop Sln Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUBC_338,338 Lymphoid NN,1,Lymphoid,cell type,cell_type,lymphocyte,CL:0000542,,,Lymphoid
WMB:CS20230722_SUBC_338,338 Lymphoid NN,1,NN,cell type,cell_type,non-neuronal cell,KB:0000010,,,NN
WMB:CS20230722_CLUS_3380,3380 SCop Sln Glut_1,1,SCop,anatomical,structure,"Superior colliculus, optic layer",MBA:851,UBERON:0006779,,SCop
WMB:CS20230722_CLUS_3380,3380 SCop Sln Glut_1,1,Sln,gene,gene,sarcolipin,ENSEMBL:ENSMUSG00000042045,NCBIGene:66402,ABAGene:42245,Sln
WMB:CS20230722_CLUS_3380,3380 SCop Sln Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3381,3381 SCop Sln Glut_1,1,SCop,anatomical,structure,"Superior colliculus, optic layer",MBA:851,UBERON:0006779,,SCop
WMB:CS20230722_CLUS_3381,3381 SCop Sln Glut_1,1,Sln,gene,gene,sarcolipin,ENSEMBL:ENSMUSG00000042045,NCBIGene:66402,ABAGene:42245,Sln
WMB:CS20230722_CLUS_3381,3381 SCop Sln Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3382,3382 PAG Ucn Glut_1,1,PAG,anatomical,structure,Periaqueductal gray,MBA:795,UBERON:0003040,,PAG
WMB:CS20230722_CLUS_3382,3382 PAG Ucn Glut_1,1,Ucn,gene,gene,urocortin,ENSEMBL:ENSMUSG00000038676,NCBIGene:22226,ABAGene:21983,Ucn
WMB:CS20230722_CLUS_3382,3382 PAG Ucn Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3383,3383 ND-INC Foxd2 Glut_1,1,ND,anatomical,structure,Nucleus of Darkschewitsch,MBA:587,UBERON:0002044,,ND-INC
WMB:CS20230722_CLUS_3383,3383 ND-INC Foxd2 Glut_1,2,INC,anatomical,structure,Interstitial nucleus of Cajal,MBA:67,UBERON:0002551,,ND-INC
WMB:CS20230722_CLUS_3383,3383 ND-INC Foxd2 Glut_1,3,Foxd2,gene,gene,forkhead box D2,ENSEMBL:ENSMUSG00000055210,NCBIGene:17301,ABAGene:17070,Foxd2
WMB:CS20230722_CLUS_3383,3383 ND-INC Foxd2 Glut_1,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3384,3384 ND-INC Foxd2 Glut_1,1,ND,anatomical,structure,Nucleus of Darkschewitsch,MBA:587,UBERON:0002044,,ND-INC
WMB:CS20230722_CLUS_3384,3384 ND-INC Foxd2 Glut_1,2,INC,anatomical,structure,Interstitial nucleus of Cajal,MBA:67,UBERON:0002551,,ND-INC
WMB:CS20230722_CLUS_3384,3384 ND-INC Foxd2 Glut_1,3,Foxd2,gene,gene,forkhead box D2,ENSEMBL:ENSMUSG00000055210,NCBIGene:17301,ABAGene:17070,Foxd2
WMB:CS20230722_CLUS_3384,3384 ND-INC Foxd2 Glut_1,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3385,3385 ND-INC Foxd2 Glut_1,1,ND,anatomical,structure,Nucleus of Darkschewitsch,MBA:587,UBERON:0002044,,ND-INC
WMB:CS20230722_CLUS_3385,3385 ND-INC Foxd2 Glut_1,2,INC,anatomical,structure,Interstitial nucleus of Cajal,MBA:67,UBERON:0002551,,ND-INC
WMB:CS20230722_CLUS_3385,3385 ND-INC Foxd2 Glut_1,3,Foxd2,gene,gene,forkhead box D2,ENSEMBL:ENSMUSG00000055210,NCBIGene:17301,ABAGene:17070,Foxd2
WMB:CS20230722_CLUS_3385,3385 ND-INC Foxd2 Glut_1,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_3386,3386 PAG-MRN Rln3 Gaba_1,1,PAG,anatomical,structure,Periaqueductal gray,MBA:795,UBERON:0003040,,PAG-MRN
WMB:CS20230722_CLUS_3386,3386 PAG-MRN Rln3 Gaba_1,2,MRN,anatomical,structure,Midbrain reticular nucleus,MBA:128,UBERON:0007415,,PAG-MRN
WMB:CS20230722_CLUS_3386,3386 PAG-MRN Rln3 Gaba_1,3,Rln3,gene,gene,relaxin 3,ENSEMBL:ENSMUSG00000045232,NCBIGene:212108,ABAGene:84379,Rln3
WMB:CS20230722_CLUS_3386,3386 PAG-MRN Rln3 Gaba_1,3,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_3387,3387 PAG-MRN Rln3 Gaba_1,1,PAG,anatomical,structure,Periaqueductal gray,MBA:795,UBERON:0003040,,PAG-MRN
WMB:CS20230722_CLUS_3387,3387 PAG-MRN Rln3 Gaba_1,2,MRN,anatomical,structure,Midbrain reticular nucleus,MBA:128,UBERON:0007415,,PAG-MRN
WMB:CS20230722_CLUS_3387,3387 PAG-MRN Rln3 Gaba_1,3,Rln3,gene,gene,relaxin 3,ENSEMBL:ENSMUSG00000045232,NCBIGene:212108,ABAGene:84379,Rln3
WMB:CS20230722_CLUS_3387,3387 PAG-MRN Rln3 Gaba_1,3,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_3388,3388 PAG-MRN Rln3 Gaba_1,1,PAG,anatomical,structure,Periaqueductal gray,MBA:795,UBERON:0003040,,PAG-MRN
WMB:CS20230722_CLUS_3388,3388 PAG-MRN Rln3 Gaba_1,2,MRN,anatomical,structure,Midbrain reticular nucleus,MBA:128,UBERON:0007415,,PAG-MRN
WMB:CS20230722_CLUS_3388,3388 PAG-MRN Rln3 Gaba_1,3,Rln3,gene,gene,relaxin 3,ENSEMBL:ENSMUSG00000045232,NCBIGene:212108,ABAGene:84379,Rln3
WMB:CS20230722_CLUS_3388,3388 PAG-MRN Rln3 Gaba_1,3,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_3389,3389 PPN-CUN-PCG Otp En1 Gaba_1,1,PPN,anatomical,structure,Pedunculopontine nucleus,MBA:1052,UBERON:0002142,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3389,3389 PPN-CUN-PCG Otp En1 Gaba_1,2,CUN,anatomical,structure,Cuneiform nucleus,MBA:616,UBERON:0002696,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3389,3389 PPN-CUN-PCG Otp En1 Gaba_1,3,PCG,anatomical,structure,Pontine central gray,MBA:898,UBERON:0002968,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3389,3389 PPN-CUN-PCG Otp En1 Gaba_1,4,Otp,gene,gene,orthopedia homeobox,ENSEMBL:ENSMUSG00000021685,NCBIGene:18420,ABAGene:18187,Otp
WMB:CS20230722_CLUS_3389,3389 PPN-CUN-PCG Otp En1 Gaba_1,4,En1,gene,gene,engrailed 1,ENSEMBL:ENSMUSG00000058665,NCBIGene:13798,ABAGene:13576,En1
WMB:CS20230722_CLUS_3389,3389 PPN-CUN-PCG Otp En1 Gaba_1,4,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_3390,3390 PPN-CUN-PCG Otp En1 Gaba_1,1,PPN,anatomical,structure,Pedunculopontine nucleus,MBA:1052,UBERON:0002142,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3390,3390 PPN-CUN-PCG Otp En1 Gaba_1,2,CUN,anatomical,structure,Cuneiform nucleus,MBA:616,UBERON:0002696,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3390,3390 PPN-CUN-PCG Otp En1 Gaba_1,3,PCG,anatomical,structure,Pontine central gray,MBA:898,UBERON:0002968,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3390,3390 PPN-CUN-PCG Otp En1 Gaba_1,4,Otp,gene,gene,orthopedia homeobox,ENSEMBL:ENSMUSG00000021685,NCBIGene:18420,ABAGene:18187,Otp
WMB:CS20230722_CLUS_3390,3390 PPN-CUN-PCG Otp En1 Gaba_1,4,En1,gene,gene,engrailed 1,ENSEMBL:ENSMUSG00000058665,NCBIGene:13798,ABAGene:13576,En1
WMB:CS20230722_CLUS_3390,3390 PPN-CUN-PCG Otp En1 Gaba_1,4,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_3391,3391 PPN-CUN-PCG Otp En1 Gaba_1,1,PPN,anatomical,structure,Pedunculopontine nucleus,MBA:1052,UBERON:0002142,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3391,3391 PPN-CUN-PCG Otp En1 Gaba_1,2,CUN,anatomical,structure,Cuneiform nucleus,MBA:616,UBERON:0002696,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3391,3391 PPN-CUN-PCG Otp En1 Gaba_1,3,PCG,anatomical,structure,Pontine central gray,MBA:898,UBERON:0002968,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3391,3391 PPN-CUN-PCG Otp En1 Gaba_1,4,Otp,gene,gene,orthopedia homeobox,ENSEMBL:ENSMUSG00000021685,NCBIGene:18420,ABAGene:18187,Otp
WMB:CS20230722_CLUS_3391,3391 PPN-CUN-PCG Otp En1 Gaba_1,4,En1,gene,gene,engrailed 1,ENSEMBL:ENSMUSG00000058665,NCBIGene:13798,ABAGene:13576,En1
WMB:CS20230722_CLUS_3391,3391 PPN-CUN-PCG Otp En1 Gaba_1,4,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_3392,3392 PPN-CUN-PCG Otp En1 Gaba_1,1,PPN,anatomical,structure,Pedunculopontine nucleus,MBA:1052,UBERON:0002142,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3392,3392 PPN-CUN-PCG Otp En1 Gaba_1,2,CUN,anatomical,structure,Cuneiform nucleus,MBA:616,UBERON:0002696,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3392,3392 PPN-CUN-PCG Otp En1 Gaba_1,3,PCG,anatomical,structure,Pontine central gray,MBA:898,UBERON:0002968,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3392,3392 PPN-CUN-PCG Otp En1 Gaba_1,4,Otp,gene,gene,orthopedia homeobox,ENSEMBL:ENSMUSG00000021685,NCBIGene:18420,ABAGene:18187,Otp
WMB:CS20230722_CLUS_3392,3392 PPN-CUN-PCG Otp En1 Gaba_1,4,En1,gene,gene,engrailed 1,ENSEMBL:ENSMUSG00000058665,NCBIGene:13798,ABAGene:13576,En1
WMB:CS20230722_CLUS_3392,3392 PPN-CUN-PCG Otp En1 Gaba_1,4,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_3393,3393 PPN-CUN-PCG Otp En1 Gaba_2,1,PPN,anatomical,structure,Pedunculopontine nucleus,MBA:1052,UBERON:0002142,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3393,3393 PPN-CUN-PCG Otp En1 Gaba_2,2,CUN,anatomical,structure,Cuneiform nucleus,MBA:616,UBERON:0002696,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3393,3393 PPN-CUN-PCG Otp En1 Gaba_2,3,PCG,anatomical,structure,Pontine central gray,MBA:898,UBERON:0002968,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3393,3393 PPN-CUN-PCG Otp En1 Gaba_2,4,Otp,gene,gene,orthopedia homeobox,ENSEMBL:ENSMUSG00000021685,NCBIGene:18420,ABAGene:18187,Otp
WMB:CS20230722_CLUS_3393,3393 PPN-CUN-PCG Otp En1 Gaba_2,4,En1,gene,gene,engrailed 1,ENSEMBL:ENSMUSG00000058665,NCBIGene:13798,ABAGene:13576,En1
WMB:CS20230722_CLUS_3393,3393 PPN-CUN-PCG Otp En1 Gaba_2,4,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_3394,3394 PPN-CUN-PCG Otp En1 Gaba_2,1,PPN,anatomical,structure,Pedunculopontine nucleus,MBA:1052,UBERON:0002142,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3394,3394 PPN-CUN-PCG Otp En1 Gaba_2,2,CUN,anatomical,structure,Cuneiform nucleus,MBA:616,UBERON:0002696,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3394,3394 PPN-CUN-PCG Otp En1 Gaba_2,3,PCG,anatomical,structure,Pontine central gray,MBA:898,UBERON:0002968,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3394,3394 PPN-CUN-PCG Otp En1 Gaba_2,4,Otp,gene,gene,orthopedia homeobox,ENSEMBL:ENSMUSG00000021685,NCBIGene:18420,ABAGene:18187,Otp
WMB:CS20230722_CLUS_3394,3394 PPN-CUN-PCG Otp En1 Gaba_2,4,En1,gene,gene,engrailed 1,ENSEMBL:ENSMUSG00000058665,NCBIGene:13798,ABAGene:13576,En1
WMB:CS20230722_CLUS_3394,3394 PPN-CUN-PCG Otp En1 Gaba_2,4,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_3395,3395 PPN-CUN-PCG Otp En1 Gaba_2,1,PPN,anatomical,structure,Pedunculopontine nucleus,MBA:1052,UBERON:0002142,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3395,3395 PPN-CUN-PCG Otp En1 Gaba_2,2,CUN,anatomical,structure,Cuneiform nucleus,MBA:616,UBERON:0002696,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3395,3395 PPN-CUN-PCG Otp En1 Gaba_2,3,PCG,anatomical,structure,Pontine central gray,MBA:898,UBERON:0002968,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3395,3395 PPN-CUN-PCG Otp En1 Gaba_2,4,Otp,gene,gene,orthopedia homeobox,ENSEMBL:ENSMUSG00000021685,NCBIGene:18420,ABAGene:18187,Otp
WMB:CS20230722_CLUS_3395,3395 PPN-CUN-PCG Otp En1 Gaba_2,4,En1,gene,gene,engrailed 1,ENSEMBL:ENSMUSG00000058665,NCBIGene:13798,ABAGene:13576,En1
WMB:CS20230722_CLUS_3395,3395 PPN-CUN-PCG Otp En1 Gaba_2,4,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_3396,3396 PPN-CUN-PCG Otp En1 Gaba_2,1,PPN,anatomical,structure,Pedunculopontine nucleus,MBA:1052,UBERON:0002142,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3396,3396 PPN-CUN-PCG Otp En1 Gaba_2,2,CUN,anatomical,structure,Cuneiform nucleus,MBA:616,UBERON:0002696,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3396,3396 PPN-CUN-PCG Otp En1 Gaba_2,3,PCG,anatomical,structure,Pontine central gray,MBA:898,UBERON:0002968,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3396,3396 PPN-CUN-PCG Otp En1 Gaba_2,4,Otp,gene,gene,orthopedia homeobox,ENSEMBL:ENSMUSG00000021685,NCBIGene:18420,ABAGene:18187,Otp
WMB:CS20230722_CLUS_3396,3396 PPN-CUN-PCG Otp En1 Gaba_2,4,En1,gene,gene,engrailed 1,ENSEMBL:ENSMUSG00000058665,NCBIGene:13798,ABAGene:13576,En1
WMB:CS20230722_CLUS_3396,3396 PPN-CUN-PCG Otp En1 Gaba_2,4,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_3397,3397 PPN-CUN-PCG Otp En1 Gaba_2,1,PPN,anatomical,structure,Pedunculopontine nucleus,MBA:1052,UBERON:0002142,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3397,3397 PPN-CUN-PCG Otp En1 Gaba_2,2,CUN,anatomical,structure,Cuneiform nucleus,MBA:616,UBERON:0002696,,PPN-CUN-PCG
WMB:CS20230722_CLUS_3397,3397 PPN-CUN-PCG Otp En1 Gaba_2,3,PCG,anatomical,structure,Pontine central gray,MBA:898,UBERON:0002968,,PPN-CUN-PCG
