class_curie,class_label,cluster_curie,cluster_label,labelset,cell_curie,cell_label,mapping_curie,mapping_label,mapping_type
WMB:CS20230722_CLAS_01,01 IT-ET Glut,WMB:CS20230722_SUBC_013,013 COAp Grxcr2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110073,COAp Grxcr2 Glut neuron (Mmus),ensembl:ENSMUSG00000073574,Grxcr2 (Mmus),gene
WMB:CS20230722_CLAS_03,03 OB-CR Glut,WMB:CS20230722_SUBC_035,035 OB Eomes Ms4a15 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110095,OB Eomes Ms4a15 Glut neuron (Mmus),ensembl:ENSMUSG00000032446,Eomes (Mmus),gene
WMB:CS20230722_CLAS_03,03 OB-CR Glut,WMB:CS20230722_SUBC_035,035 OB Eomes Ms4a15 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110095,OB Eomes Ms4a15 Glut neuron (Mmus),ensembl:ENSMUSG00000067571,Ms4a15 (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_263,263 CS-RPO Meis2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110323,CS-RPO Meis2 Gaba neuron (Mmus),ensembl:ENSMUSG00000027210,Meis2 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_160,160 PAG-SC Neurod2 Meis2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110220,PAG-SC Neurod2 Meis2 Glut neuron (Mmus),ensembl:ENSMUSG00000027210,Meis2 (Mmus),gene
WMB:CS20230722_CLAS_05,05 OB-IMN GABA,WMB:CS20230722_SUBC_039,039 OB Meis2 Thsd7b Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110099,OB Meis2 Thsd7b Gaba neuron (Mmus),ensembl:ENSMUSG00000027210,Meis2 (Mmus),gene
WMB:CS20230722_CLAS_05,05 OB-IMN GABA,WMB:CS20230722_SUBC_039,039 OB Meis2 Thsd7b Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110099,OB Meis2 Thsd7b Gaba neuron (Mmus),ensembl:ENSMUSG00000042581,Thsd7b (Mmus),gene
WMB:CS20230722_CLAS_05,05 OB-IMN GABA,WMB:CS20230722_SUBC_040,040 OB Trdn Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110100,OB Trdn Gaba neuron (Mmus),ensembl:ENSMUSG00000019787,Trdn (Mmus),gene
WMB:CS20230722_CLAS_05,05 OB-IMN GABA,WMB:CS20230722_SUBC_041,041 OB-in Frmd7 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110101,OB-in Frmd7 Gaba neuron (Mmus),ensembl:ENSMUSG00000036131,Frmd7 (Mmus),gene
WMB:CS20230722_CLAS_06,06 CTX-CGE GABA,WMB:CS20230722_SUBC_046,046 Vip Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110106,Vip Gaba VIP GABAergic cortical interneuron (Mmus),ensembl:ENSMUSG00000019772,Vip (Mmus),gene
WMB:CS20230722_CLAS_06,06 CTX-CGE GABA,WMB:CS20230722_SUBC_047,047 Sncg Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110107,Sncg Gaba sncg GABAergic cortical interneuron (Mmus),ensembl:ENSMUSG00000023064,Sncg (Mmus),gene
WMB:CS20230722_CLAS_06,06 CTX-CGE GABA,WMB:CS20230722_SUBC_048,048 RHP-COA Ndnf Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110108,RHP-COA Ndnf Gaba caudal ganglionic eminence derived cortical interneuron (Mmus),ensembl:ENSMUSG00000049001,Ndnf (Mmus),gene
WMB:CS20230722_CLAS_06,06 CTX-CGE GABA,WMB:CS20230722_SUBC_049,049 Lamp5 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110109,Lamp5 Gaba lamp5 GABAergic cortical interneuron (Mmus),ensembl:ENSMUSG00000027270,Lamp5 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_075,075 MEA-BST Lhx6 Nr2e1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110135,MEA-BST Lhx6 Nr2e1 Gaba neuron (Mmus),ensembl:ENSMUSG00000026890,Lhx6 (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_103,103 PVHd-DMH Lhx6 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110163,PVHd-DMH Lhx6 Gaba neuron (Mmus),ensembl:ENSMUSG00000026890,Lhx6 (Mmus),gene
WMB:CS20230722_CLAS_08,08 CNU-MGE GABA,WMB:CS20230722_SUBC_054,054 STR Prox1 Lhx6 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110114,STR Prox1 Lhx6 Gaba medial ganglionic eminence derived interneuron (Mmus),ensembl:ENSMUSG00000026890,Lhx6 (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_228,228 PSV Pvalb Lhx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110288,PSV Pvalb Lhx2 Glut neuron (Mmus),ensembl:ENSMUSG00000005716,Pvalb (Mmus),gene
WMB:CS20230722_CLAS_07,07 CTX-MGE GABA,WMB:CS20230722_SUBC_052,052 Pvalb Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110112,Pvalb Gaba pvalb GABAergic cortical interneuron (Mmus),ensembl:ENSMUSG00000005716,Pvalb (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_265,265 PB Sst Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110325,PB Sst Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000004366,Sst (Mmus),gene
WMB:CS20230722_CLAS_08,08 CNU-MGE GABA,WMB:CS20230722_SUBC_056,056 Sst Chodl Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110116,Sst Chodl Gaba sst chodl GABAergic cortical interneuron (Mmus),ensembl:ENSMUSG00000004366,Sst (Mmus),gene
WMB:CS20230722_CLAS_07,07 CTX-MGE GABA,WMB:CS20230722_SUBC_053,053 Sst Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110113,Sst Gaba sst GABAergic cortical interneuron (Mmus),ensembl:ENSMUSG00000004366,Sst (Mmus),gene
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_291,291 NTS-MDRNd Prox1 Zic1 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110351,NTS-MDRNd Prox1 Zic1 Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000010175,Prox1 (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_097,097 PVHd-SBPV Six3 Prox1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110157,PVHd-SBPV Six3 Prox1 Gaba neuron (Mmus),ensembl:ENSMUSG00000010175,Prox1 (Mmus),gene
WMB:CS20230722_CLAS_08,08 CNU-MGE GABA,WMB:CS20230722_SUBC_054,054 STR Prox1 Lhx6 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110114,STR Prox1 Lhx6 Gaba medial ganglionic eminence derived interneuron (Mmus),ensembl:ENSMUSG00000010175,Prox1 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_085,085 SI-MPO-LPO Lhx8 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110145,SI-MPO-LPO Lhx8 Gaba neuron (Mmus),ensembl:ENSMUSG00000096225,Lhx8 (Mmus),gene
WMB:CS20230722_CLAS_08,08 CNU-MGE GABA,WMB:CS20230722_SUBC_057,057 NDB-SI-MA-STRv Lhx8 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110117,NDB-SI-MA-STRv Lhx8 Gaba medial ganglionic eminence derived interneuron (Mmus),ensembl:ENSMUSG00000096225,Lhx8 (Mmus),gene
WMB:CS20230722_CLAS_08,08 CNU-MGE GABA,WMB:CS20230722_SUBC_056,056 Sst Chodl Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110116,Sst Chodl Gaba sst chodl GABAergic cortical interneuron (Mmus),ensembl:ENSMUSG00000022860,Chodl (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_073,073 MEA-BST Sox6 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110133,MEA-BST Sox6 Gaba neuron (Mmus),ensembl:ENSMUSG00000051910,Sox6 (Mmus),gene
WMB:CS20230722_CLAS_09,09 CNU-LGE GABA,WMB:CS20230722_SUBC_059,059 GPe-SI Sox6 Cyp26b1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110119,GPe-SI Sox6 Cyp26b1 Gaba lateral ganglionic eminence derived neuron (Mmus),ensembl:ENSMUSG00000051910,Sox6 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110139,CEA-BST Six3 Cyp26b1 Gaba neuron (Mmus),ensembl:ENSMUSG00000063415,Cyp26b1 (Mmus),gene
WMB:CS20230722_CLAS_09,09 CNU-LGE GABA,WMB:CS20230722_SUBC_059,059 GPe-SI Sox6 Cyp26b1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110119,GPe-SI Sox6 Cyp26b1 Gaba lateral ganglionic eminence derived neuron (Mmus),ensembl:ENSMUSG00000063415,Cyp26b1 (Mmus),gene
WMB:CS20230722_CLAS_09,09 CNU-LGE GABA,WMB:CS20230722_SUBC_060,060 OT D3 Folh1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110120,OT D3 Folh1 Gaba lateral ganglionic eminence derived neuron (Mmus),ensembl:ENSMUSG00000001773,Folh1 (Mmus),gene
WMB:CS20230722_CLAS_09,09 CNU-LGE GABA,WMB:CS20230722_SUBC_063,063 STR D1 Sema5a Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110123,STR D1 Sema5a Gaba direct pathway medium spiny neuron (Mmus),ensembl:ENSMUSG00000022231,Sema5a (Mmus),gene
WMB:CS20230722_CLAS_09,09 CNU-LGE GABA,WMB:CS20230722_SUBC_064,064 STR-PAL Chst9 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110124,STR-PAL Chst9 Gaba lateral ganglionic eminence derived neuron (Mmus),ensembl:ENSMUSG00000047161,Chst9 (Mmus),gene
WMB:CS20230722_CLAS_09,09 CNU-LGE GABA,WMB:CS20230722_SUBC_065,065 IA Mgp Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110125,IA Mgp Gaba lateral ganglionic eminence derived neuron (Mmus),ensembl:ENSMUSG00000030218,Mgp (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_066,066 NDB-SI-ant Prdm12 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110126,NDB-SI-ant Prdm12 Gaba neuron (Mmus),ensembl:ENSMUSG00000079466,Prdm12 (Mmus),gene
WMB:CS20230722_CLAS_10,10 LSX GABA,WMB:CS20230722_SUBC_070,070 LSX Prdm12 Slit2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110130,LSX Prdm12 Slit2 Gaba neuron (Mmus),ensembl:ENSMUSG00000079466,Prdm12 (Mmus),gene
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_306,306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110366,SPVI-SPVC Sall3 Lhx1 Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000024565,Sall3 (Mmus),gene
WMB:CS20230722_CLAS_10,10 LSX GABA,WMB:CS20230722_SUBC_067,067 LSX Sall3 Pax6 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110127,LSX Sall3 Pax6 Gaba neuron (Mmus),ensembl:ENSMUSG00000024565,Sall3 (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_273,273 PDTg-PCG Pax6 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110333,PDTg-PCG Pax6 Gaba neuron (Mmus),ensembl:ENSMUSG00000027168,Pax6 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_155,155 PRC-PAG Pax6 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110215,PRC-PAG Pax6 Glut neuron (Mmus),ensembl:ENSMUSG00000027168,Pax6 (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_101,101 ZI Pax6 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110161,ZI Pax6 Gaba neuron (Mmus),ensembl:ENSMUSG00000027168,Pax6 (Mmus),gene
WMB:CS20230722_CLAS_10,10 LSX GABA,WMB:CS20230722_SUBC_067,067 LSX Sall3 Pax6 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110127,LSX Sall3 Pax6 Gaba neuron (Mmus),ensembl:ENSMUSG00000027168,Pax6 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_208,208 SC Lef1 Otx2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110268,SC Lef1 Otx2 Gaba neuron (Mmus),ensembl:ENSMUSG00000021848,Otx2 (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_109,109 LGv-ZI Otx2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110169,LGv-ZI Otx2 Gaba neuron (Mmus),ensembl:ENSMUSG00000021848,Otx2 (Mmus),gene
WMB:CS20230722_CLAS_10,10 LSX GABA,WMB:CS20230722_SUBC_068,068 LSX Otx2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110128,LSX Otx2 Gaba neuron (Mmus),ensembl:ENSMUSG00000021848,Otx2 (Mmus),gene
WMB:CS20230722_CLAS_10,10 LSX GABA,WMB:CS20230722_SUBC_069,069 LSX Nkx2-1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110129,LSX Nkx2-1 Gaba neuron (Mmus),ensembl:ENSMUSG00000001496,Nkx2-1 (Mmus),gene
WMB:CS20230722_CLAS_10,10 LSX GABA,WMB:CS20230722_SUBC_070,070 LSX Prdm12 Slit2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110130,LSX Prdm12 Slit2 Gaba neuron (Mmus),ensembl:ENSMUSG00000031558,Slit2 (Mmus),gene
WMB:CS20230722_CLAS_10,10 LSX GABA,WMB:CS20230722_SUBC_071,071 LSX Prdm12 Zeb2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110131,LSX Prdm12 Zeb2 Gaba neuron (Mmus),ensembl:ENSMUSG00000026872,Zeb2 (Mmus),gene
WMB:CS20230722_CLAS_10,10 LSX GABA,WMB:CS20230722_SUBC_072,072 LSX Sall3 Lmo1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110132,LSX Sall3 Lmo1 Gaba neuron (Mmus),ensembl:ENSMUSG00000036111,Lmo1 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_168,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110228,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut neuron (Mmus),ensembl:ENSMUSG00000068859,Sp9 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_074,074 MEA-BST Lhx6 Sp9 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110134,MEA-BST Lhx6 Sp9 Gaba neuron (Mmus),ensembl:ENSMUSG00000068859,Sp9 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_075,075 MEA-BST Lhx6 Nr2e1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110135,MEA-BST Lhx6 Nr2e1 Gaba neuron (Mmus),ensembl:ENSMUSG00000019803,Nr2e1 (Mmus),gene
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_305,305 SPVI-SPVC Sall3 Nfib Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110365,SPVI-SPVC Sall3 Nfib Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000008575,Nfib (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_076,076 MEA-BST Lhx6 Nfib Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110136,MEA-BST Lhx6 Nfib Gaba neuron (Mmus),ensembl:ENSMUSG00000008575,Nfib (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110142,CEA-BST Ebf1 Pdyn Gaba neuron (Mmus),ensembl:ENSMUSG00000057098,Ebf1 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_171,171 PAG Pou4f1 Bnc2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110231,PAG Pou4f1 Bnc2 Glut neuron (Mmus),ensembl:ENSMUSG00000028487,Bnc2 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_078,078 SI-MA-ACB Ebf1 Bnc2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110138,SI-MA-ACB Ebf1 Bnc2 Gaba neuron (Mmus),ensembl:ENSMUSG00000028487,Bnc2 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_084,084 BST-SI-AAA Six3 Slc22a3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110144,BST-SI-AAA Six3 Slc22a3 Gaba neuron (Mmus),ensembl:ENSMUSG00000038805,Six3 (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_097,097 PVHd-SBPV Six3 Prox1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110157,PVHd-SBPV Six3 Prox1 Gaba neuron (Mmus),ensembl:ENSMUSG00000038805,Six3 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_083,083 CEA-BST Rai14 Pdyn Crh Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110143,CEA-BST Rai14 Pdyn Crh Gaba neuron (Mmus),ensembl:ENSMUSG00000027400,Pdyn (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_083,083 CEA-BST Rai14 Pdyn Crh Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110143,CEA-BST Rai14 Pdyn Crh Gaba neuron (Mmus),ensembl:ENSMUSG00000022246,Rai14 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_083,083 CEA-BST Rai14 Pdyn Crh Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110143,CEA-BST Rai14 Pdyn Crh Gaba neuron (Mmus),ensembl:ENSMUSG00000049796,Crh (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_084,084 BST-SI-AAA Six3 Slc22a3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110144,BST-SI-AAA Six3 Slc22a3 Gaba neuron (Mmus),ensembl:ENSMUSG00000023828,Slc22a3 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_087,087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110147,MPN-MPO-LPO Lhx6 Zfhx3 Gaba neuron (Mmus),ensembl:ENSMUSG00000038872,Zfhx3 (Mmus),gene
WMB:CS20230722_CLAS_17,17 MH-LH Glut,WMB:CS20230722_SUBC_145,145 MH Tac2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110205,MH Tac2 Glut neuron (Mmus),ensembl:ENSMUSG00000025400,Tac2 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_088,088 BST Tac2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110148,BST Tac2 Gaba neuron (Mmus),ensembl:ENSMUSG00000025400,Tac2 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_089,089 PVR Six3 Sox3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110149,PVR Six3 Sox3 Gaba neuron (Mmus),ensembl:ENSMUSG00000045179,Sox3 (Mmus),gene
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_SUBC_090,090 BST-MPN Six3 Nrgn Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110150,BST-MPN Six3 Nrgn Gaba neuron (Mmus),ensembl:ENSMUSG00000053310,Nrgn (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_104,104 TU-ARH Otp Six6 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110164,TU-ARH Otp Six6 Gaba neuron (Mmus),ensembl:ENSMUSG00000021099,Six6 (Mmus),gene
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_126,126 ARH-PVp Tbx3 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110186,ARH-PVp Tbx3 Glut neuron (Mmus),ensembl:ENSMUSG00000018604,Tbx3 (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_108,108 ARH-PVp Tbx3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110168,ARH-PVp Tbx3 Gaba neuron (Mmus),ensembl:ENSMUSG00000018604,Tbx3 (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_093,093 RT-ZI Gnb3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110153,RT-ZI Gnb3 Gaba neuron (Mmus),ensembl:ENSMUSG00000023439,Gnb3 (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_094,094 SCH Six6 Cdc14a Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110154,SCH Six6 Cdc14a Gaba neuron (Mmus),ensembl:ENSMUSG00000033502,Cdc14a (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_095,095 DMH Prdm13 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110155,DMH Prdm13 Gaba neuron (Mmus),ensembl:ENSMUSG00000040478,Prdm13 (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_099,099 SBPV-PVa Six6 Satb2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110159,SBPV-PVa Six6 Satb2 Gaba neuron (Mmus),ensembl:ENSMUSG00000038331,Satb2 (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_100,100 AHN Onecut3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110160,AHN Onecut3 Gaba neuron (Mmus),ensembl:ENSMUSG00000045518,Onecut3 (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_102,102 DMH-LHA Gsx1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110162,DMH-LHA Gsx1 Gaba neuron (Mmus),ensembl:ENSMUSG00000053129,Gsx1 (Mmus),gene
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_283,283 PRP Otp Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110343,PRP Otp Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000021685,Otp (Mmus),gene
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_237,237 PRP-NI-PRNc-GRN Otp Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110297,PRP-NI-PRNc-GRN Otp Glut neuron (Mmus),ensembl:ENSMUSG00000021685,Otp (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_214,214 IPN Otp Crisp1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110274,IPN Otp Crisp1 Gaba neuron (Mmus),ensembl:ENSMUSG00000021685,Otp (Mmus),gene
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_121,121 MEA-BST Otp Zic2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110181,MEA-BST Otp Zic2 Glut neuron (Mmus),ensembl:ENSMUSG00000021685,Otp (Mmus),gene
